CAMPAÑA;GM;REGION;SUBREGION;LOCALIDAD;CódECR;FECHA DE SIEMBRA;Emergencia;COSECHA;TRAT;VARIEDAD;CAT;RENDIMIENTO;Sig;IM;IT;Alt;Vuelco;P1000
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;10;4024 STS NS;;714;;81,7;85,2;44;;147,6666667
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;7;NEO 42S25 RR STS;;873;a;100;104,3;47;;154,3333333
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;11;4323 E NS;;681;;77,9;81,3;50;;150,3333333
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;13;BRV4124SE;;716;;82;85,5;48;;139,5
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;1;CZ 4322E;;750;;85,9;89,5;44;;155,5
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;3;DM 40R21 STS;T;838;a;95,9;100;55;;138
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;2;DM 40E23 SE;;848;a;97,1;101,3;50;;128,6666667
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;8;STINE 40EC53;;866;a;99,1;103,4;46;;156
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;16;41MS01 STS;;1000;a;114,5;119,4;52;;153,3333333
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;15;40MS01 E STS;;886;a;101,4;105,7;49;;153,6666667
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;17;BIO 4.12 STS;;920;a;105,3;109,8;47;;147,5
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;9;STINE 43EE53 STS;;929;a;106,4;111;49;;155,6666667
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;5;DM40R26;;950;a;108,7;113,4;53;;140,3333333
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;6;NEO 40S22 SE;;958;a;109,6;114,3;51;;150
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;14;LG 4311;;992;a;113,6;118,4;48;;159,3333333
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;12;P42A84E;;1050;+;120,2;125,4;53;;153,3333333
2024/25;IVc;II;3;Villa Mercedes;25VMR4c1;6/12/2024;13/12/2024;28/4/2025;4;DM40E25 SE;;880;a;100,8;105,1;55;;149
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;17;BIO 4.12 STS;;5172;a;99,4;111,7;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;15;40MS01 E STS;;5013;;96,3;108,3;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;7;NEO 42S25 RR STS;;5008;;96,2;108,2;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;14;LG 4311;;4744;;91,2;102,5;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;3;DM 40R21 STS;T;4629;;89;100;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;8;STINE 40EC53;;5936;+;114,1;128,2;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;1;CZ 4322E;;4366;;83,9;94,3;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;11;4323 E NS;;5321;a;102,3;114,9;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;6;NEO 40S22 SE;;4492;;86,3;97;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;9;STINE 43EE53 STS;;5341;a;102,6;115,4;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;2;DM 40E23 SE;;5360;a;103;115,8;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;4;DM40E25 SE;;5501;a;105,7;118,8;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;16;41MS01 STS;;5506;a;105,8;118,9;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;5;DM40R26;;5673;a;109;122,6;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;12;P42A84E;;5847;a;112,4;126,3;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;13;BRV4124SE;;5309;a;102;114,7;;;
2024/25;IVc;II;4;Arias;25ARI4c1;31/10/2024;7/11/2024;14/4/2025;10;4024 STS NS;;5236;a;100,6;113,1;;;
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;1;CZ 4322E;;2949;;93,3;85,6;50;;200
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;15;40MS01 E STS;;2933;;92,8;85,1;58;;170
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;8;STINE 40EC53;;2928;;92,7;85;62;;170
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;10;4024 STS NS;;2906;;92;84,3;58;;180
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;6;NEO 40S22 SE;;2841;;89,9;82,5;60;;180
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;17;BIO 4.12 STS;;2624;;83;76,2;68;;180
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;11;4323 E NS;;3307;a;104,7;96;60;;200
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;5;DM40R26;;2518;;79,7;73,1;68;;180
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;4;DM40E25 SE;;3573;a;113,1;103,7;60;;180
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;12;P42A84E;;3581;a;113,3;103,9;62;;190
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;14;LG 4311;;3453;a;109,3;100,2;60;;200
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;3;DM 40R21 STS;T;3446;a;109;100;60;;190
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;13;BRV4124SE;;3427;a;108,4;99,4;62;;180
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;16;41MS01 STS;;3356;a;106,2;97,4;75;;170
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;7;NEO 42S25 RR STS;;2988;;94,5;86,7;62;;200
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;2;DM 40E23 SE;;3799;+;120,2;110,2;62;;150
2024/25;IVc;II;4;ARROYO DULCE;25AYD4c1;18/10/2024;28/10/2024;16/4/2025;9;STINE 43EE53 STS;;3092;;97,9;89,7;62;;170
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;13;BRV4124SE;;5853;a;102,6;109,2;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;3;DM 40R21 STS;T;5357;a;93,9;100;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;2;DM 40E23 SE;;4487;;78,6;83,8;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;6;NEO 40S22 SE;;5059;a;88,6;94,4;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;17;BIO 4.12 STS;;5089;a;89,2;95;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;15;40MS01 E STS;;5233;a;91,7;97,7;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;8;STINE 40EC53;;5348;a;93,7;99,8;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;12;P42A84E;;6932;a;121,5;129,4;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;1;CZ 4322E;;5398;a;94,6;100,8;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;5;DM40R26;;6992;+;122,5;130,5;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;14;LG 4311;;5554;a;97,3;103,7;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;9;STINE 43EE53 STS;;6920;a;121,3;129,2;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;7;NEO 42S25 RR STS;;6453;a;113,1;120,4;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;4;DM40E25 SE;;6273;a;109,9;117,1;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;10;4024 STS NS;;6064;a;106,3;113,2;;;
2024/25;IVc;II;4;Ayerza;25AZA4c1;16/11/2024;;;16;41MS01 STS;;4301;;75,4;80,3;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;8;STINE 40EC53;;3776;;98,1;86,1;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;10;4024 STS NS;;3248;;84,3;74,1;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;14;LG 4311;;3379;;87,8;77,1;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;6;NEO 40S22 SE;;3458;;89,8;78,9;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;16;41MS01 STS;;3459;;89,8;78,9;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;15;40MS01 E STS;;3515;;91,3;80,2;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;7;NEO 42S25 RR STS;;3570;;92,7;81,4;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;1;CZ 4322E;;3259;;84,6;74,4;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;17;BIO 4.12 STS;;3989;;103,6;91;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;9;STINE 43EE53 STS;;4058;;105,4;92,6;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;12;P42A84E;;4101;;106,5;93,6;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;13;BRV4124SE;;4110;;106,7;93,8;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;5;DM40R26;;4236;a;110;96,6;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;3;DM 40R21 STS;T;4384;a;113,8;100;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;4;DM40E25 SE;;4561;+;118,5;104;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;11;4323 E NS;;3959;;102,8;90,3;;;
2024/25;IVc;II;4;BARRANCAS;25BCA4c1;23/12/2024;29/12/2024;13/5/2025;2;DM 40E23 SE;;4399;a;114,2;100,3;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;12;P42A84E;;4749;a;109,8;105,4;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;11;4323 E NS;;4288;a;99,1;95,2;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;13;BRV4124SE;;4281;a;99;95;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;6;NEO 40S22 SE;;4167;;96,3;92,5;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;1;CZ 4322E;;3075;;71,1;68,2;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;7;NEO 42S25 RR STS;;4041;;93,4;89,7;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;14;LG 4311;;4328;a;100;96,1;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;15;40MS01 E STS;;3710;;85,8;82,3;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;10;4024 STS NS;;3761;;86,9;83,5;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;8;STINE 40EC53;;4668;a;107,9;103,6;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;16;41MS01 STS;;4453;a;102,9;98,8;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;4;DM40E25 SE;;4866;+;112,5;108;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;2;DM 40E23 SE;;4849;a;112,1;107,6;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;5;DM40R26;;4746;a;109,7;105,3;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;9;STINE 43EE53 STS;;4571;a;105,7;101,5;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;3;DM 40R21 STS;T;4505;a;104,1;100;;;
2024/25;IVc;II;4;Conesa;25CON4c1;11/11/2024;;;17;BIO 4.12 STS;;4489;a;103,8;99,6;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;4;DM40E25 SE;;2389;a;88,2;82,1;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;1;CZ 4322E;;2669;a;98,5;91,8;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;14;LG 4311;;2916;a;107,6;100,3;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;13;BRV4124SE;;2910;a;107,4;100,1;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;3;DM 40R21 STS;T;2908;a;107,3;100;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;12;P42A84E;;2823;a;104,2;97,1;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;16;41MS01 STS;;2743;a;101,2;94,3;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;7;NEO 42S25 RR STS;;3003;a;110,8;103,3;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;9;STINE 43EE53 STS;;2601;a;96;89,4;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;6;NEO 40S22 SE;;2544;a;93,9;87,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;2;DM 40E23 SE;;2539;a;93,7;87,3;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;17;BIO 4.12 STS;;3374;+;124,5;116;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;11;4323 E NS;;2428;a;89,6;83,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;16;41MS01 STS;;4543;;87,8;86;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;8;STINE 40EC53;;2369;a;87,4;81,4;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;5;DM40R26;;2154;;79,5;74,1;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;10;4024 STS NS;;2482;a;91,6;85,4;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;7;NEO 42S25 RR STS;;5316;a;102,7;100,7;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;4;DM40E25 SE;;5897;+;114;111,7;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;17;BIO 4.12 STS;;5480;a;105,9;103,8;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;9;STINE 43EE53 STS;;5442;a;105,2;103;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c2;20/12/2025;28/12/2025;13/5/2025;15;40MS01 E STS;;3213;a;118,6;110,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;2;DM 40E23 SE;;5363;a;103,6;101,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;3;DM 40R21 STS;T;5281;a;102,1;100;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;14;LG 4311;;5204;a;100,6;98,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;10;4024 STS NS;;5189;a;100,3;98,2;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;15;40MS01 E STS;;4682;;90,5;88,6;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;5;DM40R26;;5150;a;99,5;97,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;11;4323 E NS;;5120;a;98,9;96,9;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;12;P42A84E;;5077;a;98,1;96,1;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;1;CZ 4322E;;4916;;95;93,1;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;6;NEO 40S22 SE;;4782;;92,4;90,5;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;8;STINE 40EC53;;5168;a;99,9;97,8;;;
2024/25;IVc;II;4;CORRAL de BUSTOS;25CdB4c1;29/10/2024;7/11/2024;5/4/2025;13;BRV4124SE;;5368;a;103,7;101,6;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;2;DM 40E23 SE;;1864;a;92,3;79,3;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;14;LG 4311;;1836;a;90,9;78,1;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;6;NEO 40S22 SE;;1760;;87,2;74,9;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;1;CZ 4322E;;1595;;79;67,8;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;7;NEO 42S25 RR STS;;1711;;84,7;72,8;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;9;STINE 43EE53 STS;;1948;a;96,5;82,9;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;17;BIO 4.12 STS;;1615;;80;68,7;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;3;DM 40R21 STS;T;2351;a;116,4;100;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;16;41MS01 STS;;1698;;84,1;72,2;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;10;4024 STS NS;;2081;a;103,1;88,6;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;8;STINE 40EC53;;2146;a;106,3;91,3;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;13;BRV4124SE;;2175;a;107,7;92,5;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;15;40MS01 E STS;;2195;a;108,7;93,4;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;11;4323 E NS;;2553;a;126,4;108,6;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;12;P42A84E;;2593;+;128,4;110,3;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;5;DM40R26;;2175;a;107,7;92,5;;;
2024/25;IVc;II;4;JUSTINIANO POSSE;25JPS4c2;16/12/2024;23/12/2024;27/5/2025;4;DM40E25 SE;;2028;a;100,5;86,3;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;8;STINE 40EC53;;4794;a;102,2;96;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;16;41MS01 STS;;4047;;86,3;81;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;1;CZ 4322E;;4241;;90,4;84,9;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;6;NEO 40S22 SE;;4411;;94;88,3;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;17;BIO 4.12 STS;;4441;;94,7;88,9;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;13;BRV4124SE;;4479;;95,5;89,7;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;14;LG 4311;;4630;a;98,7;92,7;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;11;4323 E NS;;4645;a;99;93;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;9;STINE 43EE53 STS;;5505;+;114,7;107,7;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;12;P42A84E;;4748;a;101,2;95,1;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;3;DM 40R21 STS;T;5110;a;106,5;100;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;7;NEO 42S25 RR STS;;4828;a;102,9;96,7;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;2;DM 40E23 SE;;4839;a;103,2;96,9;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;10;4024 STS NS;;4967;a;105,9;99,5;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;9;STINE 43EE53 STS;;4915;a;104,8;98,4;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;15;40MS01 E STS;;4706;a;100,4;94,2;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;5;DM40R26;;4691;;97,8;91,8;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4c2SF;3/12/2024;10/12/2024;17/4/2025;3;DM 40R21 STS;T;4994;a;106,5;100;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;15;40MS01 E STS;;3994;;83,2;78,2;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;16;41MS01 STS;;4229;;88,1;82,8;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;10;4024 STS NS;;4238;;88,3;82,9;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;1;CZ 4322E;;4328;;90,2;84,7;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;14;LG 4311;;5200;a;108,4;101,8;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;17;BIO 4.12 STS;;4493;;93,7;87,9;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;4;DM40E25 SE;;5274;a;109,9;103,2;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;2;DM 40E23 SE;;4823;;100,5;94,4;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;11;4323 E NS;;4877;a;101,7;95,5;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;8;STINE 40EC53;;4938;a;102,9;96,6;;;
2024/25;IVc;II;4;MARCOS JUÁREZ;25MJ4cDM;7/11/2024;;;13;BRV4124SE;;5093;a;106,2;99,7;;;
